event_message,id,identifier,method,path,search,status_code,timestamp
GET | 200 | 68.231.21.72 | 9b044e4209b9b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/messages?select=*%2Csender%3Aprofiles%21sender_id%28name%2Cemail%29%2Crecipient%3Aprofiles%21recipient_id%28name%2Cemail%29&order=created_at.asc&or=%28sender_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%2Crecipient_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%29 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,34e0886f-8015-4527-afea-459e0456267a,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/messages,?select=*%2Csender%3Aprofiles%21sender_id%28name%2Cemail%29%2Crecipient%3Aprofiles%21recipient_id%28name%2Cemail%29&order=created_at.asc&or=%28sender_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%2Crecipient_id.eq.8399535c-7037-47d9-a9a2-a042f531ed1d%29,200,1766120105288000
GET | 200 | 68.231.21.72 | 9b044e281b85b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9272109d-8071-4e2c-9cea-48be70ce6fee,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120101140000
GET | 200 | 68.231.21.72 | 9b044e27a960b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,eedf67bc-70d1-437b-806e-23052d3f6857,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120101067000
GET | 200 | 68.231.21.72 | 9b044e26ee42b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,3f00d13b-95d9-4d87-8c98-cd25e52c15f1,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120100955000
GET | 200 | 68.231.21.72 | 9b044e266c06b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,d3b35b8c-1242-4e17-8827-a7e20d0cc834,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120100875000
GET | 200 | 68.231.21.72 | 9b044e25e9f2b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,887f12c9-5f2b-4264-ac3b-b75c72ecf956,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120100791000
GET | 200 | 68.231.21.72 | 9b044e255fb1b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,875b0601-91a0-4eab-aa57-45c2b18663d9,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120100705000
GET | 200 | 68.231.21.72 | 9b044e24edefb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,e2fafa74-7eba-4f31-99ca-51211e3a318b,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120100630000
GET | 200 | 68.231.21.72 | 9b044e246c3ab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,a5d0efb3-e7b5-4c2f-96a1-2b19f78ac13e,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120100558000
GET | 200 | 68.231.21.72 | 9b044e23d9c2b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,d603fdc3-a6da-49af-93b9-9d561c3d3f25,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120100467000
GET | 200 | 68.231.21.72 | 9b044e234f3cb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,007a2e08-50e2-47ea-9133-305002b1b111,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120100378000
GET | 200 | 68.231.21.72 | 9b044e22cd0bb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,5e654cb0-bc16-4104-8a7b-c627f35f53bf,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120100295000
GET | 200 | 68.231.21.72 | 9b044e222a10b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,04c9a7c4-2792-4ebf-b95b-d3fbaf63576d,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120100189000
GET | 200 | 68.231.21.72 | 9b044e21a848b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,4cd0106e-b3f9-4744-a487-acb37eb6c2b5,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120100109000
GET | 200 | 68.231.21.72 | 9b044e210d5db38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,6fa704fc-fb9d-44ab-8123-c123b37bb9a2,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120100012000
GET | 200 | 68.231.21.72 | 9b044e205a2db38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,e4852f86-e4d3-49c9-ab38-7e0fef569bbf,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120099907000
GET | 200 | 68.231.21.72 | 9b044e1fcf4fb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,8829e4e8-25b6-4988-904c-c17a12686af1,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120099809000
GET | 200 | 68.231.21.72 | 9b044e1f2c9bb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,1a503ff7-b8bf-402d-bc5c-bd6f261788f2,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120099710000
GET | 200 | 68.231.21.72 | 9b044e1e89b0b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,37e1699c-7615-45c6-ad92-2844149a7363,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120099610000
GET | 200 | 68.231.21.72 | 9b044e1e0f6ab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,56195630-6891-4912-b189-abbdb9f7419a,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120099530000
GET | 200 | 68.231.21.72 | 9b044e1d7d0ab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,82c1d14b-1942-422d-89a9-0955ac3a9970,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120099441000
GET | 200 | 68.231.21.72 | 9b044e1cca80b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,ca5ed2a2-f103-43d7-8e27-d174e728ed37,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120099336000
GET | 200 | 68.231.21.72 | 9b044e1c4883b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9b4c1d20-9bd1-4966-a4ad-3c1ab4f12ef2,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120099254000
GET | 200 | 68.231.21.72 | 9b044e1bce8cb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9b7d0bca-3d74-4eff-b1d9-eba07f833a58,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120099178000
GET | 200 | 68.231.21.72 | 9b044e1b3c41b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,6bf47515-2032-469f-a370-86e1e7e3c517,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120099087000
GET | 200 | 68.231.21.72 | 9b044e1ab9f5b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,3d54388c-c6b7-4e8a-b282-52c4061e7803,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120099005000
GET | 200 | 68.231.21.72 | 9b044e1a3feeb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9e3358b0-53b7-47ce-8b94-4624ccab5af0,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120098928000
GET | 200 | 68.231.21.72 | 9b044e19addfb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,8af66ff2-5506-4703-9f04-7e29db5e8982,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120098836000
GET | 200 | 68.231.21.72 | 9b044e193c01b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,2aa781c1-4490-4d50-ace9-e1fda933ae4a,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120098757000
GET | 200 | 68.231.21.72 | 9b044e18aa07b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,1f2e86c1-a31d-4343-8f36-240afed73fa1,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120098681000
GET | 200 | 68.231.21.72 | 9b044e181fbab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,37ca1ab3-d77c-4495-94a0-e11df8a7c6e8,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120098586000
GET | 200 | 68.231.21.72 | 9b044e17adceb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,93cbd030-00a0-4d89-8f6d-e2f44158c21b,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120098513000
GET | 200 | 68.231.21.72 | 9b044e16eae8b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,31478e99-253a-4b85-9055-4d04d3a90cd4,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120098398000
GET | 200 | 68.231.21.72 | 9b044e16482fb38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,d47b119d-6ed4-447b-af58-0879f54b55fe,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120098290000
GET | 200 | 68.231.21.72 | 9b044e15be00b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9d4554a6-2fc2-439a-a01e-a0b7bb85dc09,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120098224000
GET | 200 | 68.231.21.72 | 9b044e153bd9b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,e579c821-8fa0-4399-8f76-fc8c2f3c616b,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120098128000
GET | 200 | 68.231.21.72 | 9b044e149907b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,1a0cb2ea-1973-4902-a5bd-fcbd4d945f4c,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120098024000
GET | 200 | 68.231.21.72 | 9b044e142f31b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,963bcffe-ba34-4374-b66e-c93d4525df08,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120097953000
GET | 200 | 68.231.21.72 | 9b044e13bd33b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,cbe85851-23e3-4238-980d-842b9c0bf86e,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120097884000
GET | 200 | 68.231.21.72 | 9b044e12f9f2b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,f679e83a-a547-4a14-9b37-dc35f2d47462,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120097770000
GET | 200 | 68.231.21.72 | 9b044e128825b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,f9e78f93-d261-457c-b061-e333ee6823b1,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120097691000
GET | 200 | 68.231.21.72 | 9b044e120e38b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,9728f6db-68bf-442c-bdc1-480789fd37df,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120097623000
GET | 200 | 68.231.21.72 | 9b044e117bb9b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,2257b43d-cf5b-4c11-af24-61ce7417f69f,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120097519000
GET | 200 | 68.231.21.72 | 9b044e10e972b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,47585618-76f9-4c06-923e-5011a7dd4ddc,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120097437000
GET | 200 | 68.231.21.72 | 9b044e108800b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,6a50178d-5b92-4347-8591-210b82df2a16,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120097376000
GET | 200 | 68.231.21.72 | 9b044e0fecd8b38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/maintenance_requests?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,64332dfb-6f64-435a-9ffa-a3881b36d211,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/maintenance_requests,?select=*%2Cprofiles%21tenant_id%28name%2Cemail%29%2Cproperties%28name%2Caddress%29&order=created_at.desc&limit=20&offset=0,200,1766120097272000
GET | 200 | 68.231.21.72 | 9b044e0f5a9ab38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/properties?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20 | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,c72ea8cd-9211-4312-acf9-b593350933ad,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/properties,?select=*&landlord_id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d&order=created_at.desc&offset=0&limit=20,200,1766120097184000
GET | 200 | 68.231.21.72 | 9b044e0ed88db38d | https://zxqhxjuwmkxevhkpqfzf.supabase.co/rest/v1/profiles?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d | MyAILandlord/1 CFNetwork/3860.200.71 Darwin/25.1.0,b920ee6c-6744-4ec8-b7f6-9453c41084e3,zxqhxjuwmkxevhkpqfzf,GET,/rest/v1/profiles,?select=*&id=eq.8399535c-7037-47d9-a9a2-a042f531ed1d,200,1766120097103000
